artist_id,album_id,album_name,release_date,total_tracks,album_type
5FgkTUuCNKDlilidPvZqOq,0HXxKGN9OFwFM2oagtWgy5,10 ans !,2024-11-15,49,album
5FgkTUuCNKDlilidPvZqOq,4B1QzSiWpXyTqqHcCacF4B,Scott Joplin – The King of Ragtime: Complete Piano Works,2022-06-03,56,album
5FgkTUuCNKDlilidPvZqOq,4p0kK617C4LkEIlqBL00If,Syncopated Musings,2022-02-11,17,album
5FgkTUuCNKDlilidPvZqOq,71onYQW5RAV3c9PHAtkwYp,REFLECTIONS: Scott Joplin Reconsidered,2022-02-04,18,album
5FgkTUuCNKDlilidPvZqOq,6EeuhWrfzV2zWrp5idkiLg,"Joplin: Rags, Marches, Waltzes & Other Piano Works",2019-07-10,55,album
5FgkTUuCNKDlilidPvZqOq,0hyyjBh3bDAx1b1ePdCidR,Joplin: The Entertainer,2018-10-05,15,album
5FgkTUuCNKDlilidPvZqOq,0ewUAHaISymm0ywE1FdAKX,Joplin: Rags & Waltzes,2018-02-02,33,album
5FgkTUuCNKDlilidPvZqOq,3Wykt4tgkOmbj1hBnCZwyR,The Complete Piano Works of Scott Joplin,2017-05-19,54,album
5FgkTUuCNKDlilidPvZqOq,49Hxs2VySJfPYpj7b9dGvS,The Easy Winners & Other Rag-Time Music of Scott Joplin,2015-08-28,10,album
5FgkTUuCNKDlilidPvZqOq,5Xu2pGSU9i3NKKVMDjQwSO,Joplin: Euphonic Sounds,2015-03-17,16,album
5FgkTUuCNKDlilidPvZqOq,43VfaYiSqS9jm3LyxVszr8,Scott Joplin: Treemonisha,2011-12-01,29,album
5FgkTUuCNKDlilidPvZqOq,00hTiYtvFtdxKOiDta1kNU,"Joplin: Piano Rags, Vol. 2",2007-05-29,16,album
5FgkTUuCNKDlilidPvZqOq,3EKlROHx6QjV1V8ABeckbb,Scott Joplin Piano Rags,2005-11-01,17,album
5FgkTUuCNKDlilidPvZqOq,0SGFmW4aFjqpFEikbEUh4c,Scott Joplin: Treemonisha,2005-01-01,27,album
5FgkTUuCNKDlilidPvZqOq,0lNT0wgggNxAUsquXDQX7X,"Joplin: Piano Rags, Vol. 1",2004-07-28,14,album
5FgkTUuCNKDlilidPvZqOq,3obwx6HZxOb48IJlMkxc03,"Scott Joplin on Guitar, Vol. 4",1999-01-01,14,album
5FgkTUuCNKDlilidPvZqOq,5SVMzhqefY9StOAiX4YHrF,"Joplin, S.: Scott Joplin On Guitar, Vol. 3",1999-01-01,13,album
5FgkTUuCNKDlilidPvZqOq,3PnN5AHFAONQAXr5OEjrmJ,Fingerbreaker: Classics Of Ragtime And Early Jazz Piano,1999-01-01,18,album
5FgkTUuCNKDlilidPvZqOq,1gBU7ZtBZNpCH9QaziO5qE,"Joplin, S.: Scott Joplin On Guitar, Vol. 2",1998-01-01,14,album
5FgkTUuCNKDlilidPvZqOq,23z42Zf7p4Yg7vYSFnp8sR,"Joplin, S.: Piano Music, Vol. 1",1998-01-01,15,album
5FgkTUuCNKDlilidPvZqOq,0j2kOmQnEB3hNHVhdHh0op,"America, The Beautiful",1996-01-01,15,album
5FgkTUuCNKDlilidPvZqOq,2r32OKQ7lov44poWWUeDHX,Joplin: Piano Rags,1995,15,album
5FgkTUuCNKDlilidPvZqOq,0zbucLi8ncQ9uUmakcmocl,Scott Joplin: Pièces pour clavecin (Arr. for Harpsichord),1994-01-01,13,album
5FgkTUuCNKDlilidPvZqOq,3biiEPP1XBIUIVyOmkxQuO,Hey Ludwig!,1993-09-01,20,album
5FgkTUuCNKDlilidPvZqOq,24Da4t1bxI9EeOKS48aXkW,Scheidt / Beethoven / Debussy / Speer / Joplin / Khatchaturian,1990-01-01,27,album
5FgkTUuCNKDlilidPvZqOq,0PfVPWCxYiaLnNj8fxxpD6,"Joplin, S.: Scott Joplin On Guitar",1990-01-01,11,album
5FgkTUuCNKDlilidPvZqOq,0GOaod5DFlymRSP4q9eX8l,Joplin: The Ragtime Dance - Rag and Waltzes,1989,17,album
5FgkTUuCNKDlilidPvZqOq,03ABFxxcqplREXCMoex6Vk,Scott Joplin: Ragtimes,1987-01-01,14,album
5FgkTUuCNKDlilidPvZqOq,1Bzl9QUmI4ZdZ7T5Lx5CDX,Jean-Pierre Rampal Plays Scott Joplin,1983,13,album
5FgkTUuCNKDlilidPvZqOq,094cGg4oBaIRunAZ0AKZOx,Scott Joplin - The Complete Works For Piano,1975,72,album
5FgkTUuCNKDlilidPvZqOq,0nz6JYXazrlZlPbAY8S2uw,Joplin: The Easy Winner & Other Rag-Time Music,1975,10,album
5FgkTUuCNKDlilidPvZqOq,09pvs94KtD8I4p4QPLMABI,Joplin Super Hits,1973,13,album
5FgkTUuCNKDlilidPvZqOq,4bOjqcyNndiJvhc2wCjMBl,Scott Joplin: Country Club - Ragtime Two Step,2024-12-28,1,single
5FgkTUuCNKDlilidPvZqOq,0rUUH16u7BOr5X3g4GKGP6,Scott Joplin: Stoptime Rag,2024-12-14,1,single
5FgkTUuCNKDlilidPvZqOq,66h9Y3cUMXklq6WiVzEENo,Scott Joplin: Peacherine Rag,2024-12-07,1,single
5FgkTUuCNKDlilidPvZqOq,7sjrdA32zbFeoRzLZchSXG,Scott Joplin: Maple Leaf Rag,2024-11-30,1,single
5FgkTUuCNKDlilidPvZqOq,1MCItXKwRIqxCHL7wde9nY,Scott Joplin: Elite Syncopations,2024-11-23,1,single
5FgkTUuCNKDlilidPvZqOq,26JDz6bJGjsCpPPwbwXWYv,Scott Joplin: The Entertainer - A Rag Time Two Step,2024-11-16,1,single
5FgkTUuCNKDlilidPvZqOq,0ylDngyXUKy4PTz0GekMRe,The Entertainer (LoFi Version),2024-07-15,1,single
5FgkTUuCNKDlilidPvZqOq,2t6Z80CzlI9d5EEqEybekX,Joplin: Stoptime Rag,2022-05-27,1,single
5FgkTUuCNKDlilidPvZqOq,6YODJChYl4gZmX1AwuqVXw,Joplin: Pineapple Rag,2022-05-13,1,single
5FgkTUuCNKDlilidPvZqOq,0uTvtNPBaQGiNvrFMIE4ee,Joplin: Bethena: A Concert Waltz,2022-04-29,1,single
5FgkTUuCNKDlilidPvZqOq,7Ki5WiNjbl7qORDN7iCAq6,Joplin: The Easy Winners,2022-04-15,1,single
5FgkTUuCNKDlilidPvZqOq,05x0O8BS4euuWqCjkhctkl,Joplin: The Entertainer,2022-04-01,1,single
5FgkTUuCNKDlilidPvZqOq,3WjEV168MZuvAbeIinOqUE,Maple Leaf Rag,2022-01-21,1,single
5FgkTUuCNKDlilidPvZqOq,30lredlSbTGijWWxvpaNAr,Reflection Rag,2022-01-03,1,single
3jv6pAyHB1AdqsddS21c4O,2dEkIDlgU4BjCcTiUi2uwv,Back and Forth the King's Path,2015-12-04,14,album
7fvNIXXszS6FTHROnZVsK4,6dbyidXw5zBftzMWObW1MS,"Essential Classics, Vol. 105: Kid Ory",2023-10-13,20,album
7fvNIXXszS6FTHROnZVsK4,0DvpmxxoIDFnTKQFOhbvqa,10 Hits of Kid Ory,2023-04-14,10,album
7fvNIXXszS6FTHROnZVsK4,30XDPeYn6TVZd8YGgFGQd2,Kid Ory: Creole Trombone,2023-04-07,44,album
7fvNIXXszS6FTHROnZVsK4,6fColNfD193iwOpyORYXLL,"Three of a Kind: Ted Heath, Kid Ory, Hot Lips Page",2023-01-27,28,album
7fvNIXXszS6FTHROnZVsK4,5diC9Kj2Z7TjYooVadd1BI,"Three of a Kind: Red Nichols, Kid Ory, King Oliver",2023-01-27,43,album
7fvNIXXszS6FTHROnZVsK4,73lJvymT9yaGRzx2cxb5ti,"Three of a Kind: Earl Hines, Kid Ory, King Oliver",2023-01-27,38,album
7fvNIXXszS6FTHROnZVsK4,1mBQeMorEEgRl64NVAsb9s,Two of a Kind: Kid Ory & King Oliver,2022-07-20,17,album
7fvNIXXszS6FTHROnZVsK4,6H7pGlKSLEa43mHHHyzndg,Two of a Kind: Muggsy Spanier & Kid Ory,2022-04-25,18,album
7fvNIXXszS6FTHROnZVsK4,0WKhtevbU2iRb80xkKmC6G,"Remastered Classics, Vol. 159, Kid Ory",2022-03-04,16,album
7fvNIXXszS6FTHROnZVsK4,2hL4wCIZTJ5nVZoM9nk5hW,Golden Selection (Remastered),2021-08-13,50,album
7fvNIXXszS6FTHROnZVsK4,6cK6qsWZg1827AuUrZftLR,Kid Ory in Concert,2019-08-12,9,album
7fvNIXXszS6FTHROnZVsK4,4eyuwVeZiUzea4zCKPzJ3g,All Time Classics,2019-07-14,24,album
7fvNIXXszS6FTHROnZVsK4,1eGQhPdOPxFVMwuxtnFOzp,The Kid From New Orleans,2018-04-10,7,album
7fvNIXXszS6FTHROnZVsK4,77hQcT5pOE10z2POXy1JeK,That Sound from New Orleans,2016-02-01,19,album
7fvNIXXszS6FTHROnZVsK4,6vPhKwlUCRNo7C5YQ41ezz,Anytime in My Mind,2015-12-11,15,album
7fvNIXXszS6FTHROnZVsK4,62Woir8E5ku04YlKr5DUuD,Can Anyone See The Light,2015-11-06,15,album
7fvNIXXszS6FTHROnZVsK4,4PmNg2gR4CMoiw1slMVvY0,Dance with Kid Ory,2015-02-05,5,album
7fvNIXXszS6FTHROnZVsK4,7czXKn18kiGD9kiuckzKNI,Tiger Rag,2014-12-18,12,album
7fvNIXXszS6FTHROnZVsK4,0ACLOCq0adASm9B3enQ1wx,Rare Jazz Records - The Great New Orleans Trombonist (Digitally Remastered),2014-11-13,9,album
7fvNIXXszS6FTHROnZVsK4,1LgyqWYkb4dwvA68QcfP7p,Over the Top Jazz Masterpieces (Remastered),2014-07-19,15,album
7fvNIXXszS6FTHROnZVsK4,5FEzLqwjcdhhWhUZy2QFpP,Kid Ory: Shake That Thing,2014-01-20,10,album
7fvNIXXszS6FTHROnZVsK4,4YcTiVjGgMNc8y7fjfCaiQ,"The Green Room, Vol. 2",2013-12-06,15,album
7fvNIXXszS6FTHROnZVsK4,0AHBy3ZrrohsAizJ46YMpo,Kid Ory at Crystal Pier 1947,2013-12-05,13,album
7fvNIXXszS6FTHROnZVsK4,4eX3Ifk0EZjUBUlDubr5Y2,"Kid Ory '44-'46 with Mutt Carey, Albert Nicholas, Barney Bigard and Leadbelly",2013-12-05,17,album
7fvNIXXszS6FTHROnZVsK4,3Taz6dduHdC0mFD416y8YK,"At the Green Room, Vol. 1",2013-12-05,19,album
7fvNIXXszS6FTHROnZVsK4,2bEDibJIHD9KXp7wKgDqdF,The Original Jazz,2013-10-14,10,album
7fvNIXXszS6FTHROnZVsK4,13WQgF0HyjxmXBEnBFfWE4,The King of Jazz Story - All Original Recordings - Remastered,2013-08-09,23,album
7fvNIXXszS6FTHROnZVsK4,4omZCdJ0P1zoqpe50Kz9jb,Kid and His Creole (The Dave Cash Collection),2013-06-23,21,album
7fvNIXXszS6FTHROnZVsK4,0iwkLu5kJuNADhCxFFF3Oz,Louisiana Jazz Trombonist (Classic Songs),2013-05-22,15,album
7fvNIXXszS6FTHROnZVsK4,3Xpl3drnz7oUvlf6eqOaaH,Original Classics from 1944 - 1947,2013-04-28,18,album
7fvNIXXszS6FTHROnZVsK4,0VV1rcpyprfcjqyRPdVsWb,"The Classic Years, Vol 2",2013-03-04,12,album
7fvNIXXszS6FTHROnZVsK4,1qmuQM2BmuzlDFJv5plqVk,"Echoes From New Orleans ""The Tailgate Trombone""",2012-05-01,15,album
7fvNIXXszS6FTHROnZVsK4,1wzmFlPKZQy82P81TKhsXK,The Classic Years,2012-04-23,15,album
7fvNIXXszS6FTHROnZVsK4,5YT5SZBXpUsfa4k0bKOZDT,"In Los Angeles At the Dixieland Jubilee (feat. Teddy Buckner, Joe Darensbourg, Lloyd Glenn, Ed Garland, Minor ""Ram"" Hall)",2012-02-16,10,album
7fvNIXXszS6FTHROnZVsK4,4LQGhNrcylvNjmw7oHAjDK,The Early Years,2012-01-26,25,album
7fvNIXXszS6FTHROnZVsK4,5tFqQravoHjQfIb53B3p5N,We've Got Rhythm (Remastered),2012,7,album
7fvNIXXszS6FTHROnZVsK4,4Wp5ZMSi7TcUCGWcxoW3GT,Red Allen Meets Kid Ory (Remastered),2012,7,album
7fvNIXXszS6FTHROnZVsK4,37UZGKL8vb6nZqmdc0aQMw,New Orleans Legends,2011-07-31,12,album
7fvNIXXszS6FTHROnZVsK4,1rZGrUyldkRlvLkq9pxG7u,Kid Ory´s New Orleans Gems,2011-03-15,20,album
7fvNIXXszS6FTHROnZVsK4,78Pv9VdID4C58JzteUcOdG,8-Track - Kid Ory,2011-02-08,8,album
7fvNIXXszS6FTHROnZVsK4,0OPR40unFqooeKompUhZRG,Song of the Wanderer/Dance with Kid Ory or Just Listen,2011,12,album
7fvNIXXszS6FTHROnZVsK4,5p1xvzVURvgfsnB7rVASEQ,Kid Ory - Live (Digitally Remastered),2010-12-14,12,album
7fvNIXXszS6FTHROnZVsK4,3Q779FDGaehmeXqGMvW55i,Song Of The Wanderer,2010-07-31,8,album
7fvNIXXszS6FTHROnZVsK4,036A44zEJmFJz9ZCPsDeJq,New Oreans Legends,2010-07-31,28,album
7fvNIXXszS6FTHROnZVsK4,4CC2Nr3fu5T46A5X7tqBbJ,Ultimate Greats 1922-55,2010-05-01,46,album
7fvNIXXszS6FTHROnZVsK4,1U9Y3VikiaNmoGHL26ciJZ,Snag It,2010-02-01,7,album
7fvNIXXszS6FTHROnZVsK4,7C27davngB6aQnM1keeYRt,The Kid from New Orleans,2010,16,album
7fvNIXXszS6FTHROnZVsK4,6VoT6zUtq2dz9mwddLmkiu,Storyville Presents The A-Z Jazz Encyclopedia-O,2009-10-19,20,album
7fvNIXXszS6FTHROnZVsK4,31VYN0wM21DVb4iHvLVKBP,Complete Jazz Series 1945 - 1950,2009-06-08,21,album
7fvNIXXszS6FTHROnZVsK4,42pOV2ze41vqtuF2lGxe2g,Complete Jazz Series 1922 - 1945,2009-06-08,26,album
112yP6AwAT6QG34fiGGpmh,45D862nH00ucJ3i2HnLUF1,"Essential Classics, Vol. 298: Original Dixieland Jazz Band",2024-03-15,20,album
112yP6AwAT6QG34fiGGpmh,0tzfSK1Lpv6iKWfPt377Tv,At the Jazz Band Ball,2023-12-22,18,album
112yP6AwAT6QG34fiGGpmh,3cCoEiZKSuZScqv72NQv6h,10 Hits of the Original Dixieland Jazz Band,2023-04-14,10,album
112yP6AwAT6QG34fiGGpmh,6ueXN7AkRZWknzO46ZWMja,"Three of a Kind: Red Nichols, Original Dixieland Jazz Band, Jack Hylton",2023-01-27,53,album
112yP6AwAT6QG34fiGGpmh,2AmJxJMNxhwpmRAmQzR09R,Two of a Kind: Red Nichols & Original Dixieland Jazz Band,2022-07-20,32,album
112yP6AwAT6QG34fiGGpmh,0ILRt50aDQinHSU6NlvPQ5,Two of a Kind: Irving Fazola & Original Dixieland Jazz Band,2022-05-19,42,album
112yP6AwAT6QG34fiGGpmh,4rSHWugWUDFV4WMUWgzy1U,Two of a Kind: Original Dixieland Jazz Band & Jelly Roll Morton,2022-04-25,37,album
112yP6AwAT6QG34fiGGpmh,00b1bUq0Wr3kLPSG1iVfKj,Pioneers of Jazz (Remastered),2021-09-10,54,album
112yP6AwAT6QG34fiGGpmh,0jG45TXuXYhtcNxdbtrJrS,One-Step - Early Jazz Recordings,2021-04-30,24,album
112yP6AwAT6QG34fiGGpmh,2KbGJ4aZzGTWa4HgO9aru0,The Original Dixieland Jazz Band,2019-08-12,18,album
112yP6AwAT6QG34fiGGpmh,3YSdneEJhJLCpd0UOiuvzB,Tiger Rag,2018-01-16,26,album
112yP6AwAT6QG34fiGGpmh,1BDBclkSJjOK9awJkwYwCF,Original Dixieland Jazz Band - 1943,2017-09-25,17,album
112yP6AwAT6QG34fiGGpmh,2RJantaDBZgdL96BihlfLT,Anytime in My Mind,2015-12-11,17,album
112yP6AwAT6QG34fiGGpmh,672lByofP9USZenzcekmWT,Can Anyone See The Light,2015-11-06,17,album
112yP6AwAT6QG34fiGGpmh,4Csgcdr3wfqUbLMMGEfYgL,Jamming Sensation,2015-10-12,21,album
112yP6AwAT6QG34fiGGpmh,28ifHziBvGWQjr2uLTr9cp,The Groovin' Atmosphere,2015-08-07,17,album
112yP6AwAT6QG34fiGGpmh,0RnJEmeQ4GEhZ0ikbIJvjB,A Summer Sky Shines,2015-08-07,8,album
112yP6AwAT6QG34fiGGpmh,5Teqea3NlEZnHd2jBT7ldJ,Your Music Around Me,2015-06-05,8,album
112yP6AwAT6QG34fiGGpmh,11CLzy1eFADb2Dw6QnNHDp,Home Again Blues,2015-05-07,8,album
112yP6AwAT6QG34fiGGpmh,5G2d1LBJTttlIrcapVwKuC,Royal Garden Blues,2015-04-01,8,album
112yP6AwAT6QG34fiGGpmh,1Pv16YqibewjaIHfTWn9vB,At the Jazz Band Ball,2015-02-15,8,album
112yP6AwAT6QG34fiGGpmh,4FqE81BaqVE16oVZisxd4W,Barnyard Blues: The Original Dixieland Jazz Band,2015-02-10,12,album
112yP6AwAT6QG34fiGGpmh,6EQamfGPRTfOykxuZtqdjw,Alice Blue Gown,2015-01-22,8,album
112yP6AwAT6QG34fiGGpmh,51NUkwisSKjbxIvnlvVGB5,Sensation!,2014-09-10,18,album
112yP6AwAT6QG34fiGGpmh,3teFINp61QMIMJ9OgQjMCs,Colours of Music History (Remastered),2014-09-02,8,album
112yP6AwAT6QG34fiGGpmh,3TudCXUX3RZ5I9KjDSd3V9,History in Dixieland,2014-06-04,12,album
112yP6AwAT6QG34fiGGpmh,0A2yNBxtaVmjKFVtvV1H8B,First Jass Recordings (Classic Mood Experience),2013-01-01,17,album
112yP6AwAT6QG34fiGGpmh,5ZVTmnC8OYyJBnfHPDlEhI,The Original Dixieland Jazz Band In London,2013,19,album
112yP6AwAT6QG34fiGGpmh,3GSXjaEBbHKReV8qfdp2Hy,St. Louis Blues,2011-10-17,20,album
112yP6AwAT6QG34fiGGpmh,5WmyifQhOTCgWHoA4x2Z0r,Jazz Me Blues,2011-10-17,19,album
112yP6AwAT6QG34fiGGpmh,32jJiniQMNwrG3E2yW5FLR,Fidgety Feet,2011-03-18,37,album
112yP6AwAT6QG34fiGGpmh,6a94sAEdqriofJ2VKZcGXt,Jazz Me Blues (1917 - 1937),2010-09-29,37,album
112yP6AwAT6QG34fiGGpmh,6PsvnchS60m8CDlRnfozXo,Original Dixieland Jazz Band 1917-1918,2009,23,album
112yP6AwAT6QG34fiGGpmh,5mhSN1KlYK34c8lxYmYd65,"From New Orleans to Harlem, Vol. 2",2008-01-09,21,album
112yP6AwAT6QG34fiGGpmh,6bRn9J1zRUul1e8oWGwulV,At the Jazz Band Ball,2008,37,album
112yP6AwAT6QG34fiGGpmh,5FU0FfC5SrxTrsCAmwDqXH,In London 1919-1920 Plus the Okeh Sessions 1922-1923,2007-05-29,21,album
112yP6AwAT6QG34fiGGpmh,295yaUvDDKYAmNYtJBLLUA,The Essential Collection (Digitally Remastered),2006-04-17,49,album
112yP6AwAT6QG34fiGGpmh,52J3GQgo88qnsZQJcpQVy1,The Return 1935-38 - The Studio Performances,2006-02-21,25,album
112yP6AwAT6QG34fiGGpmh,7b6wWjqVwwr7aoZVi4fTHo,Jazz Figures / Original Dixieland Jazz Band (1917-1921),2006,18,album
112yP6AwAT6QG34fiGGpmh,1IAB4qqTva67l4G2MTSf97,The Creators Of Jazz,2001,49,album
112yP6AwAT6QG34fiGGpmh,2pySfz6VmISAxCzlDXis75,Tiger Rag,2000-01-01,12,album
112yP6AwAT6QG34fiGGpmh,4nFAWTL0tYAZVZEXvuMh8M,Original Dixieland Jazz In Hi-Fi,2000-01-01,12,album
112yP6AwAT6QG34fiGGpmh,6ByVKbRTCjrmcNRIywnVCa,Original Dixieland Jazz Band,2000-01-01,12,album
112yP6AwAT6QG34fiGGpmh,2L9zoYGRGJ1wsp80hToso5,Original Dixieland Jazz Band,2000-01-01,16,album
112yP6AwAT6QG34fiGGpmh,3ZjhclC5r3CO5JyVd1zrBI,Livery Stable Blues,2000-01-01,29,album
112yP6AwAT6QG34fiGGpmh,6NndG9tV8iiME0HD1HzmLY,"The First Jazz Recordings, 1917-1921",1998,23,album
112yP6AwAT6QG34fiGGpmh,2SRRDRwnzx82VYeS0Sx9ry,The 75th Anniversary,1992-03-10,23,album
112yP6AwAT6QG34fiGGpmh,3jgqADR5t7Fr7OLlnxAsbE,1917-36,1992,37,album
112yP6AwAT6QG34fiGGpmh,6MFZtij6XAeGPFoOOvDYCP,ODJB,1917-06-05,15,album
112yP6AwAT6QG34fiGGpmh,431aHjsfajjvZokbfsVYBZ,Skeleton Jangle,1915-12-24,26,album
1iSzpYFWquQjjeTFQPLjMp,6oPCJLVlRlbDfxGu5mq1aw,Lieut. Jim Europe's Anthology,2022-12-09,12,album
1iSzpYFWquQjjeTFQPLjMp,7Jol7ex9w4XJHxUQs5R0ap,How Ya Gonna Keep Em Down on the Farm,1919-06-11,1,single
19eLuQmk9aCobbVDHc6eek,4DIn7Dv751kXqBNf3bT14w,Ella & Louis Wish You A Swinging Holiday (Deluxe),2024-12-06,28,album
19eLuQmk9aCobbVDHc6eek,0ftmKj5CIkEvw5Gquuf3K3,Swiss Radio Days Jazz Series Vol. 48 (Live At Lausanne 1952),2024-10-25,18,album
19eLuQmk9aCobbVDHc6eek,5agu2tOeRrQKNduqGpRSIq,Louis In London (Live At The BBC),2024-07-12,13,album
19eLuQmk9aCobbVDHc6eek,4rii2OLIasjb8JnzA0Ylel,La Vie En Rose,2024-02-03,23,album
19eLuQmk9aCobbVDHc6eek,3VPyzMWZdSuzIp55Q5SdVO,Wild Man Blues,2023-08-21,16,album
19eLuQmk9aCobbVDHc6eek,0MmFNKTj6gv4pv43cybK2E,Louis on Broadway,2023-06-15,25,album
19eLuQmk9aCobbVDHc6eek,43chc7CvIrwzq0sQjrkny3,Across The Sea (Live Munich '62),2023-03-16,7,album
19eLuQmk9aCobbVDHc6eek,2KquMleTyS3Ykm7440PjL6,Louis Wishes You a Cool Yule,2022-10-28,11,album
19eLuQmk9aCobbVDHc6eek,7HfR8TYf8vFXJRHw16dKup,February 7th. 1959 Nederland (Restauración 2022),2022-07-25,12,album
19eLuQmk9aCobbVDHc6eek,2eM5XCLaw3gTdfCAqCVE7O,Pale Moon (Live 1959),2022-07-06,12,album
19eLuQmk9aCobbVDHc6eek,6mpWkk6nEQwyXdWbePQegw,Vaults Volume III,2022-05-02,26,album
19eLuQmk9aCobbVDHc6eek,1DfhNMUq4Ti0NqLJuLjdLS,Vaults Volume II,2022-05-02,22,album
19eLuQmk9aCobbVDHc6eek,2GoGbCicW0q7sycH0qWel3,Vaults,2022-04-29,23,album
19eLuQmk9aCobbVDHc6eek,4lB6VBbvMHJTh36Mlocqpw,Louis by Louis,2022-04-28,24,album
19eLuQmk9aCobbVDHc6eek,04ORJ1LJGpY0rUMB6sqavw,Playin' and Singin' Volume II,2022-04-07,11,album
19eLuQmk9aCobbVDHc6eek,24bw7vxy5R6p8lffKu3ql4,Playin' and Singin',2022-03-29,16,album
19eLuQmk9aCobbVDHc6eek,6lSOhe2lVDiEHE4AUNbMwl,Duets,2022-01-26,49,album
19eLuQmk9aCobbVDHc6eek,10mqlt0AxMQHS7rdz6sU9M,"Louis Armstrong: Live at the Orpheum Theater, Los Angeles (2021 Remaster)",2021-03-05,17,album
19eLuQmk9aCobbVDHc6eek,1yTbmBWiVGFZH3r2siIInt,Satchmo: The Decca And Verve Years 1924-1967,2020-04-01,64,album
19eLuQmk9aCobbVDHc6eek,45u0Ga87XkzqyQdMwV1d4N,Live In Europe,2019-09-27,16,album
19eLuQmk9aCobbVDHc6eek,2z2SCnYLH4AAwlRw8X4C21,The Paramount Recordings 1923-1925,2019-08-01,24,album
19eLuQmk9aCobbVDHc6eek,6caWTu3uR6ykaFv1asaqwG,The Columbia & RCA Victor Live Recordings Vol. 3,2018-09-14,57,album
19eLuQmk9aCobbVDHc6eek,0ftx4EQvBU4jcu6DoQKUxm,"Louis Armstrong Sparks, Nevada 1964!",2018-06-22,11,album
19eLuQmk9aCobbVDHc6eek,7lfhu0v6LbP9reM0CLADhN,Pops Is Tops: The Verve Studio Albums,2018-04-13,72,album
19eLuQmk9aCobbVDHc6eek,07tbMxw9qeVsNIq0l7xBBX,Cheek To Cheek: The Complete Duet Recordings,2018-04-06,75,album
19eLuQmk9aCobbVDHc6eek,0HV6gFWSNR5y5nazvvGYkb,The Night Clubs,2017-11-17,16,album
19eLuQmk9aCobbVDHc6eek,1wy7MzGse24jXbCuc2aApU,All Time Jazz: Live at Symphony Hall Boston,2017-10-27,16,album
19eLuQmk9aCobbVDHc6eek,5yfs4HBmueqnv9t82mFPEm,In Concert (Newport 1960),2017-08-23,18,album
19eLuQmk9aCobbVDHc6eek,7FGPCE2hkcKrlGIpfnOSdW,The Decca Singles 1935-1946,2017-08-04,136,album
19eLuQmk9aCobbVDHc6eek,2muNlhX6nIGUQqufHj3UhQ,The Standard Oil Sessions,2017-05-22,11,album
19eLuQmk9aCobbVDHc6eek,6gQlVMKGNQ0xu79zNnoYJJ,"All That Jazz, Vol. 74: Louis Armstrong and the ""All Stars"" Live in Boston (Remastered 2016)",2016-10-21,17,album
19eLuQmk9aCobbVDHc6eek,1PIqUTeuiifleisjexaGce,Jazz Heroes: Louis Armstrong All Stars (Live),2016-09-30,16,album
19eLuQmk9aCobbVDHc6eek,0dRiFMDN5ccb2DLZei0VeX,Happy Birthday Louis - Live From Newport Jazz Festival 1960,2015-08-07,20,album
19eLuQmk9aCobbVDHc6eek,2Azt84X5n37PDjYjhMOQje,Louis Armstrong - Live in Paris 1948,2015-07-20,16,album
19eLuQmk9aCobbVDHc6eek,13K5VGj7OSYgEk0iFxZl90,The Complete Newport 1956 & 1958 Recordings,2014-11-18,40,album
19eLuQmk9aCobbVDHc6eek,7f62cuwwZ7a5A06oSPqCrl,"All that Jazz, Vol.10: Louis Armstrong – Young Satchmo at OKEH (Recorded 1928-1931)",2014-07-01,24,album
19eLuQmk9aCobbVDHc6eek,3rCCQirF4qkDzSeSrWnTc5,"All that Jazz, Vol.5 – Louis Armstrong in Studio and on Stage",2014-04-01,21,album
19eLuQmk9aCobbVDHc6eek,5oPUTne7UdDcLUsRKpODvW,The Columbia & RCA Victor Live Recordings Vol. 2,2014,56,album
19eLuQmk9aCobbVDHc6eek,2nwsphYrsGb7eJH6Kf0RkW,Louis Armstrong New Orleans Function,2013-05-01,14,album
19eLuQmk9aCobbVDHc6eek,10GYbpGRnCbUd5WsDzqHAv,Louis Armstrong: Verve Ultimate Cool,2013-01-01,10,album
19eLuQmk9aCobbVDHc6eek,6YiJMWyL20j9GL3cdUQf61,"LOUIS ARMSTRONG Pasadena, Civic Auditorium",2012-08-13,16,album
19eLuQmk9aCobbVDHc6eek,7u0htaiuZsh6HWVGxCBXlG,Louis Armstrong,2012-08-10,20,album
19eLuQmk9aCobbVDHc6eek,0NwSbQUP4AXM409Rdplxj1,A Day With Satchmo,2012-07-31,25,album
19eLuQmk9aCobbVDHc6eek,5ii2nKKm0UxPSj7lRYXmkG,Evr’y Time We Say Goodbye - All-Time Romantic Duets,2012-03-13,23,album
19eLuQmk9aCobbVDHc6eek,4Z1mKFD25dUAO9iAUH2oaf,Satchmo At Symphony Hall 65th Anniversary: The Complete Performances,2012-01-01,29,album
19eLuQmk9aCobbVDHc6eek,3NRBwvX8B43GPwaKvoz9YJ,Louis Armstrong - Ambassador Of Jazz,2011-01-01,58,album
19eLuQmk9aCobbVDHc6eek,5bg0svB3kklUxFziXta8it,Hello Louis - The Hit Years (1963-1969),2010-01-01,39,album
19eLuQmk9aCobbVDHc6eek,3V63JP9niyikHTGQgqXaYE,Gospel Book,2010,18,album
19eLuQmk9aCobbVDHc6eek,3JfFXX5z6MglrU4NN6mmPo,100 ans de jazz,2007-10-02,40,album
