artist_id,track_id,track_name,album_name,release_date,popularity,duration_ms,preview_url,spotify_url
0ZqhrTXYPA9DZR527ZnFdO,6fw1b1bCVNY5EVurncxIss,Witch Hunt - Remastered1998/Rudy Van Gelder Edition,Speak No Evil (The Rudy Van Gelder Edition),1966-06-01,38,491493,,https://open.spotify.com/track/6fw1b1bCVNY5EVurncxIss
0ZqhrTXYPA9DZR527ZnFdO,2PGjqrXgOBqP8G4R6EKmpR,Yes Or No - Rudy Van Gelder 24 Bit Mastering/1999 Digital Remaster,JuJu,1965-07-01,37,399466,,https://open.spotify.com/track/2PGjqrXgOBqP8G4R6EKmpR
0ZqhrTXYPA9DZR527ZnFdO,2WSJsFFzxQGYFJlR57ddGI,Teru - Rudy Van Gelder Edition/2000 Digital Remaster/24 Bit Mastering,Adam's Apple (Rudy Van Gelder Edition),1967,35,372866,,https://open.spotify.com/track/2WSJsFFzxQGYFJlR57ddGI
375zxMmh2cSgUzFFnva0O7,4s6oQ7wdy7jOv53weBiPli,Carol Of The Bells,Crescent City Christmas Card,1989-10-03,52,292626,,https://open.spotify.com/track/4s6oQ7wdy7jOv53weBiPli
375zxMmh2cSgUzFFnva0O7,4pHopDzHTDIkiNK8oLt0RX,Winter Wonderland,Crescent City Christmas Card,1989-10-03,51,172960,,https://open.spotify.com/track/4pHopDzHTDIkiNK8oLt0RX
375zxMmh2cSgUzFFnva0O7,2JR1WeETsXmFR1kRC2oXXq,Where or When,Standard Time Vol. 3: The Resolution Of Romance,1990-05-15,46,168666,,https://open.spotify.com/track/2JR1WeETsXmFR1kRC2oXXq
375zxMmh2cSgUzFFnva0O7,0xKTdKwBalLkjGh5wKfGaD,Hark! The Herald Angels Sing,Crescent City Christmas Card,1989-10-03,49,186000,,https://open.spotify.com/track/0xKTdKwBalLkjGh5wKfGaD
375zxMmh2cSgUzFFnva0O7,4nzKd3HazmJY8S4R2Xl1oj,When It's Sleepytime Down South,Intimacy Calling - Standard Time Vol. 2,1991,23,309000,,https://open.spotify.com/track/4nzKd3HazmJY8S4R2Xl1oj
375zxMmh2cSgUzFFnva0O7,6AcL0FtLcAwXQk8T6ZYJkr,White Christmas,Big Band Holidays,2015-10-30,40,316049,,https://open.spotify.com/track/6AcL0FtLcAwXQk8T6ZYJkr
375zxMmh2cSgUzFFnva0O7,1K0VI2vWPR85jvGeeWPIjD,Jingle Bells,Big Band Holidays,2015-10-30,39,139258,,https://open.spotify.com/track/1K0VI2vWPR85jvGeeWPIjD
375zxMmh2cSgUzFFnva0O7,7HX1x07eay5LlnrQdq7zh2,The Very Thought of You,Standard Time Vol. 3: The Resolution Of Romance,1990-05-15,37,336933,,https://open.spotify.com/track/7HX1x07eay5LlnrQdq7zh2
375zxMmh2cSgUzFFnva0O7,7iQBflxrDWDvsIEDy8juLT,Pedro Navaja,Una Noche Con Rubén Blades,2018-10-19,36,491286,,https://open.spotify.com/track/7iQBflxrDWDvsIEDy8juLT
375zxMmh2cSgUzFFnva0O7,4gBzl7sX7yTjZIzvs9VFpN,"Jingle Bells - Spotify Singles – Holiday, Recorded at Spotify Studios NYC",Jingle Bells,2017-11-29,36,155109,,https://open.spotify.com/track/4gBzl7sX7yTjZIzvs9VFpN
2vI9KFm0fwSfPrpEgOeIbq,6PtZaHjsx2Pnk3x9O92bB2,Blackbird,"The Art of the Trio, Vol. 1",1997-01-28,43,299040,,https://open.spotify.com/track/6PtZaHjsx2Pnk3x9O92bB2
2vI9KFm0fwSfPrpEgOeIbq,73ik3a517Lz2W7eLWejapJ,Exit Music,"Songs: The Art of the Trio, Vol. 3",1998-09-15,40,263933,,https://open.spotify.com/track/73ik3a517Lz2W7eLWejapJ
2vI9KFm0fwSfPrpEgOeIbq,5afcaMvzTLwLTcBtUtMoXe,Alfie,Day Is Done,2005-09-26,36,218986,,https://open.spotify.com/track/5afcaMvzTLwLTcBtUtMoXe
2vI9KFm0fwSfPrpEgOeIbq,67ZAqk0egv33NmEW0OpGHt,Your Mother Should Know,Your Mother Should Know: Brad Mehldau Plays The Beatles,2023-02-10,37,138213,,https://open.spotify.com/track/67ZAqk0egv33NmEW0OpGHt
2vI9KFm0fwSfPrpEgOeIbq,7kdPpPFzjLo8piKWbuQ0e4,I Fall in Love Too Easily,"The Art of the Trio, Vol. 1",1997-01-28,37,438426,,https://open.spotify.com/track/7kdPpPFzjLo8piKWbuQ0e4
2vI9KFm0fwSfPrpEgOeIbq,5mLHcZWjqgihLJHt5C6zKk,Solid Jackson,Solid Jackson,2024-11-29,37,490668,,https://open.spotify.com/track/5mLHcZWjqgihLJHt5C6zKk
2vI9KFm0fwSfPrpEgOeIbq,5Jz6iIgLRx5huCdlM8QDts,Paranoid Android I,Mon chien Stupide (Bande originale du film),2019-10-28,36,101386,,https://open.spotify.com/track/5Jz6iIgLRx5huCdlM8QDts
2vI9KFm0fwSfPrpEgOeIbq,7eYF1tAcKBvhJU4W9K0Uca,When It Rains,Largo,2002-08-13,36,396626,,https://open.spotify.com/track/7eYF1tAcKBvhJU4W9K0Uca
2vI9KFm0fwSfPrpEgOeIbq,69qGhVe4CbzDi5uBeWPPdO,Tabhair dom do Lámh,Chris Thile & Brad Mehldau,2017-01-20,34,261466,,https://open.spotify.com/track/69qGhVe4CbzDi5uBeWPPdO
2vI9KFm0fwSfPrpEgOeIbq,5AN4uYKJbDAuL0efAodEbF,"Prelude No. 3 in C# Major from The Well-Tempered Clavier Book I, BWV 848",After Bach,2018-03-09,34,81493,,https://open.spotify.com/track/5AN4uYKJbDAuL0efAodEbF
3uaHfXYx9Fh4HjqMbrWn5S,12Ykc8GW0kQJURPlxZgyXM,Body & Soul,Joshua Redman,1993,40,290466,,https://open.spotify.com/track/12Ykc8GW0kQJURPlxZgyXM
3uaHfXYx9Fh4HjqMbrWn5S,4yJgdugXPQIzvWBwFUJbS4,Where Are You?,where are we,2023-09-15,36,310106,,https://open.spotify.com/track/4yJgdugXPQIzvWBwFUJbS4
3uaHfXYx9Fh4HjqMbrWn5S,0cOpvX0oS7rQTfJg9Sipw8,Baltimore,where are we,2023-09-15,35,337573,,https://open.spotify.com/track/0cOpvX0oS7rQTfJg9Sipw8
3uaHfXYx9Fh4HjqMbrWn5S,6NlmRmhfmccg4mmmPP0Vyd,Tears in Heaven,Wish,1993-01-21,34,201933,,https://open.spotify.com/track/6NlmRmhfmccg4mmmPP0Vyd
3uaHfXYx9Fh4HjqMbrWn5S,0yuUqVmERc7d4uevQj5Cj1,My One and Only Love,Songs of Joy & Peace,2008,29,247173,,https://open.spotify.com/track/0yuUqVmERc7d4uevQj5Cj1
3uaHfXYx9Fh4HjqMbrWn5S,03GB3BpOhd8PiIug8UKQQy,Chicago Blues,where are we,2023-09-15,31,293973,,https://open.spotify.com/track/03GB3BpOhd8PiIug8UKQQy
3uaHfXYx9Fh4HjqMbrWn5S,5CcAkJMkqpx7vwyYq1CQQd,As This Moment Slips Away,The Bad Plus Joshua Redman,2015-05-26,30,412613,,https://open.spotify.com/track/5CcAkJMkqpx7vwyYq1CQQd
3uaHfXYx9Fh4HjqMbrWn5S,3MhWFpRMVEyZ9QXGIb5RJK,The Nearness of You,Nearness,2016-09-09,30,1004626,,https://open.spotify.com/track/3MhWFpRMVEyZ9QXGIb5RJK
3uaHfXYx9Fh4HjqMbrWn5S,3Mc9PmuAGNevSiKMZsGKtA,You've Got A Friend In Me,Disney Jazz Volume I: Everybody Wants To Be A Cat,2011-01-01,29,235333,,https://open.spotify.com/track/3Mc9PmuAGNevSiKMZsGKtA
3uaHfXYx9Fh4HjqMbrWn5S,0Snag7BFP5fx7SonfLcSsh,I Got You - I Feel Good,Joshua Redman,1993,29,279573,,https://open.spotify.com/track/0Snag7BFP5fx7SonfLcSsh
49zXTngyUTielHTbbH5YKs,46BCpYx2ERUE5Rjk9dB1qh,Ruby My Dear,Diamond In The Rough,1990-04-13,42,373413,,https://open.spotify.com/track/46BCpYx2ERUE5Rjk9dB1qh
49zXTngyUTielHTbbH5YKs,62VWmsNoDmqT0Mj9oHHFVh,Strasbourg / St. Denis,Earfood,2008-01-01,47,278626,,https://open.spotify.com/track/62VWmsNoDmqT0Mj9oHHFVh
49zXTngyUTielHTbbH5YKs,1UceH3dNaxzKSG4qQ1kbp2,Trust,Nothing Serious,2006-01-01,43,325586,,https://open.spotify.com/track/1UceH3dNaxzKSG4qQ1kbp2
49zXTngyUTielHTbbH5YKs,2qnw6oYuN4NAkJtG6g8UdU,September in the Rain,Public Eye,1991-03-25,35,450666,,https://open.spotify.com/track/2qnw6oYuN4NAkJtG6g8UdU
49zXTngyUTielHTbbH5YKs,6GzguOrdTfs11VIgo271iZ,Frosty The Snowman,Jazz For Joy: A Verve Christmas Album,1996-01-01,38,234173,,https://open.spotify.com/track/6GzguOrdTfs11VIgo271iZ
49zXTngyUTielHTbbH5YKs,3yQw5zU2b3MNH2h9ccYgyZ,Christmas Cheer,Jazz For Joy: A Verve Christmas Album,1996-01-01,34,291906,,https://open.spotify.com/track/3yQw5zU2b3MNH2h9ccYgyZ
49zXTngyUTielHTbbH5YKs,2iJCVsNZAHFVaJhlLeXW00,Speak Low,Earfood,2008-01-01,34,316866,,https://open.spotify.com/track/2iJCVsNZAHFVaJhlLeXW00
49zXTngyUTielHTbbH5YKs,1AZRzlMAaXFndLEvHO8Sf6,I'm Not So Sure,Earfood,2008-01-01,31,348973,,https://open.spotify.com/track/1AZRzlMAaXFndLEvHO8Sf6
49zXTngyUTielHTbbH5YKs,1no5aBlOtuHcBeY6fWU0Oc,Joy Is Sorrow Unmasked,Earfood,2008-01-01,31,286600,,https://open.spotify.com/track/1no5aBlOtuHcBeY6fWU0Oc
49zXTngyUTielHTbbH5YKs,1eVXW0c6PT1iwP0HDN7vVF,Rumba Roy,Grande-Terre,2024-10-18,31,412626,,https://open.spotify.com/track/1eVXW0c6PT1iwP0HDN7vVF
5z1VAFwT35EVvCp1XlZZuL,3CDHydgW0ssTh59f0jy1y3,The Look Of Love,The Look Of Love,2001-01-01,59,282000,,https://open.spotify.com/track/3CDHydgW0ssTh59f0jy1y3
5z1VAFwT35EVvCp1XlZZuL,4IVyX0UJzGyUk0MLiz1jVJ,Let's Fall In Love,When I Look In Your Eyes,1999-01-01,57,258959,,https://open.spotify.com/track/4IVyX0UJzGyUk0MLiz1jVJ
5z1VAFwT35EVvCp1XlZZuL,0JCfVb2qlq79Q479BUb0jK,Alone Again (Naturally),Wallflower,2014-10-21,57,230680,,https://open.spotify.com/track/0JCfVb2qlq79Q479BUb0jK
5z1VAFwT35EVvCp1XlZZuL,4ylXKnf5PQdCcOiXzKGysV,Jingle Bells,Christmas Songs,2005-10-13,56,205586,,https://open.spotify.com/track/4ylXKnf5PQdCcOiXzKGysV
5z1VAFwT35EVvCp1XlZZuL,6zduorj53VssZG2WOsXq3G,Let It Snow,Christmas Songs,2005-10-13,56,241240,,https://open.spotify.com/track/6zduorj53VssZG2WOsXq3G
5z1VAFwT35EVvCp1XlZZuL,3VZwP7d1U7tuQjb9JZrSRF,'S Wonderful,The Look Of Love,2001-01-01,54,268760,,https://open.spotify.com/track/3VZwP7d1U7tuQjb9JZrSRF
5z1VAFwT35EVvCp1XlZZuL,1f9WJ3jehvcxTK5OTTYiOO,Christmas Time Is Here,Christmas Songs,2005-10-13,55,214920,,https://open.spotify.com/track/1f9WJ3jehvcxTK5OTTYiOO
5z1VAFwT35EVvCp1XlZZuL,1GGK81j5LaThJjnJHhfGDq,Just The Way You Are,Live In Paris,2002-01-01,55,300520,,https://open.spotify.com/track/1GGK81j5LaThJjnJHhfGDq
5z1VAFwT35EVvCp1XlZZuL,4h74V26B574hSICB5MZs1c,You Don't Know Me,Genius Loves Company,2004-08-31,54,235401,,https://open.spotify.com/track/4h74V26B574hSICB5MZs1c
5z1VAFwT35EVvCp1XlZZuL,5R9NaAk7bp624MbMyhcoBZ,I'll Be Home For Christmas,Christmas Songs,2005-10-13,54,187200,,https://open.spotify.com/track/5R9NaAk7bp624MbMyhcoBZ
16R5esBHEkxTw1QO9dnWM5,5tu4L93jf26r7Nak71lcVs,Easy To Love,The Cole Porter Mix,2008-01-01,40,216320,,https://open.spotify.com/track/5tu4L93jf26r7Nak71lcVs
16R5esBHEkxTw1QO9dnWM5,5nRYOuYInJeQWZR3r65wfJ,C'est Magnifique,The Cole Porter Mix,2008-01-01,29,217306,,https://open.spotify.com/track/5nRYOuYInJeQWZR3r65wfJ
16R5esBHEkxTw1QO9dnWM5,3XlyZjmcYWKCntQyjYtmyn,My Girl,A Distortion Of Love,1992-01-01,27,221626,,https://open.spotify.com/track/3XlyZjmcYWKCntQyjYtmyn
16R5esBHEkxTw1QO9dnWM5,3Qi287NM3Sasj7Gl3DGNcb,Summer Samba,Nightclub,2000-09-26,27,224826,,https://open.spotify.com/track/3Qi287NM3Sasj7Gl3DGNcb
16R5esBHEkxTw1QO9dnWM5,37X75DeUAMvgG3YR6sthor,All in Love is Fair,Clique,2021-08-06,26,263452,,https://open.spotify.com/track/37X75DeUAMvgG3YR6sthor
16R5esBHEkxTw1QO9dnWM5,2ZFmNlinOMABynh5ai9DDf,The Beat Goes On,Companion,1999-09-01,26,324760,,https://open.spotify.com/track/2ZFmNlinOMABynh5ai9DDf
16R5esBHEkxTw1QO9dnWM5,64633OJ2FutmLzqq81gVhE,Yesterdays,Nightclub,2000-09-26,22,400640,,https://open.spotify.com/track/64633OJ2FutmLzqq81gVhE
16R5esBHEkxTw1QO9dnWM5,147G6D3C7ofHAAdwXc8XHf,A Taste of Honey,Cafe Blue,1994-09-01,21,268121,,https://open.spotify.com/track/147G6D3C7ofHAAdwXc8XHf
16R5esBHEkxTw1QO9dnWM5,55CaMgl5pt0Ko4sDd0p7rN,You Don't Know Me,Nightclub,2000-09-26,21,226133,,https://open.spotify.com/track/55CaMgl5pt0Ko4sDd0p7rN
16R5esBHEkxTw1QO9dnWM5,4FJ678ORMehOang0djwg9Y,You're The Top,The Cole Porter Mix,2008-01-01,19,219653,,https://open.spotify.com/track/4FJ678ORMehOang0djwg9Y
4hdVPbHhsWAn2XTXVRJoxB,5DuC2DifOdh5jPuM0MGy4z,Cloud Message,Eagle's Point,2024-03-08,22,425239,,https://open.spotify.com/track/5DuC2DifOdh5jPuM0MGy4z
4hdVPbHhsWAn2XTXVRJoxB,4OOhvlp6VIRB6iqkxDIidf,Dream of Home,Eagle's Point,2024-03-08,21,339399,,https://open.spotify.com/track/4OOhvlp6VIRB6iqkxDIidf
4hdVPbHhsWAn2XTXVRJoxB,7hX8zn1W6VWKHYHpzMGmV0,O Come All Ye Faithful - Instrumental,"A Concord Jazz Christmas, Vol. 2",1996-01-01,20,181346,,https://open.spotify.com/track/7hX8zn1W6VWKHYHpzMGmV0
4hdVPbHhsWAn2XTXVRJoxB,7MrXwqdwwU57JqIOGtTbRe,The Source,Gratitude,2001-01-01,21,397600,,https://open.spotify.com/track/7MrXwqdwwU57JqIOGtTbRe
4hdVPbHhsWAn2XTXVRJoxB,7E8qyylIUyODWUp9tGUwoQ,Ephemeral,Relations,2024-11-29,13,185866,,https://open.spotify.com/track/7E8qyylIUyODWUp9tGUwoQ
4hdVPbHhsWAn2XTXVRJoxB,3kdM9XYbj6ynKyXDuG6aFI,Eagle's Point,Eagle's Point,2024-03-08,17,455959,,https://open.spotify.com/track/3kdM9XYbj6ynKyXDuG6aFI
4hdVPbHhsWAn2XTXVRJoxB,3WHxN3ZV7Fdvz6iVghJ7yJ,Kalypso,The Sirens,2013-02-08,18,504266,,https://open.spotify.com/track/3WHxN3ZV7Fdvz6iVghJ7yJ
4hdVPbHhsWAn2XTXVRJoxB,10zSiERQl6EEQFbS6IFUB6,Indigo Ildikó,Eagle's Point,2024-03-08,17,438681,,https://open.spotify.com/track/10zSiERQl6EEQFbS6IFUB6
4hdVPbHhsWAn2XTXVRJoxB,4oW5TZR1ommlrPipe5R7g2,Sonic Anomaly,The Dreamer Is The Dream,2017-04-21,16,334746,,https://open.spotify.com/track/4oW5TZR1ommlrPipe5R7g2
4hdVPbHhsWAn2XTXVRJoxB,1KDcKCLVQOWUB4kgwrETVy,Aria for Anna,Eagle's Point,2024-03-08,15,374993,,https://open.spotify.com/track/1KDcKCLVQOWUB4kgwrETVy
1bqaQBqbqbEXPxLF0v6AAH,7FI4GNCpplLLHihNZPOwKW,Opening Day,Blue Maqams,2017-10-13,34,421480,,https://open.spotify.com/track/7FI4GNCpplLLHihNZPOwKW
1bqaQBqbqbEXPxLF0v6AAH,0HVYKp4CqC2NbNzr48dUUa,Question and Answer,A Life in Time: The Roy Haynes Story,2013-01-28,18,383013,,https://open.spotify.com/track/0HVYKp4CqC2NbNzr48dUUa
1bqaQBqbqbEXPxLF0v6AAH,4hXCLt55j8I2NGm9nhhglr,Another Land,Another Land,2021-05-28,32,558720,,https://open.spotify.com/track/4hXCLt55j8I2NGm9nhhglr
1bqaQBqbqbEXPxLF0v6AAH,1uf8Nk1hT9pv35xuKGZc81,Bahia,Blue Maqams,2017-10-13,26,525586,,https://open.spotify.com/track/1uf8Nk1hT9pv35xuKGZc81
1bqaQBqbqbEXPxLF0v6AAH,6h2eq614VlanRSPchkBKfk,Blue Maqams,Blue Maqams,2017-10-13,26,521573,,https://open.spotify.com/track/6h2eq614VlanRSPchkBKfk
1bqaQBqbqbEXPxLF0v6AAH,2ADUGf2TirHsHkRFJObxey,Kashf,Thimar,1998-05-18,25,321866,,https://open.spotify.com/track/2ADUGf2TirHsHkRFJObxey
1bqaQBqbqbEXPxLF0v6AAH,4XN2edAbK8xUw16QMdFZey,Essaouira,United,2024-11-08,25,304360,,https://open.spotify.com/track/4XN2edAbK8xUw16QMdFZey
1bqaQBqbqbEXPxLF0v6AAH,4pOSZViNitIP2MXaczHxaK,Talwin,Thimar,1998-05-18,25,255826,,https://open.spotify.com/track/4pOSZViNitIP2MXaczHxaK
1bqaQBqbqbEXPxLF0v6AAH,0d5CCcKEz7u10XXAUkskCS,La passante,Blue Maqams,2017-10-13,24,245853,,https://open.spotify.com/track/0d5CCcKEz7u10XXAUkskCS
1bqaQBqbqbEXPxLF0v6AAH,0vFFJiV8NdpZdEq6BzEKVY,La nuit,Blue Maqams,2017-10-13,24,628800,,https://open.spotify.com/track/0vFFJiV8NdpZdEq6BzEKVY
3gkJ7lXtLpE4KauFHpk2vK,2kru6bWT6F4ALf632D0nmo,The Seven Pillars,Ou Phrontis,2024-12-09,28,756953,,https://open.spotify.com/track/2kru6bWT6F4ALf632D0nmo
3gkJ7lXtLpE4KauFHpk2vK,5NNBOBEmi0h5DCH9hlTmiL,Noumena,Ou Phrontis,2024-12-09,26,267400,,https://open.spotify.com/track/5NNBOBEmi0h5DCH9hlTmiL
3gkJ7lXtLpE4KauFHpk2vK,3VAlaiAztmQZzsSLOexHYX,Paralipomena,Ou Phrontis,2024-12-09,24,263716,,https://open.spotify.com/track/3VAlaiAztmQZzsSLOexHYX
3gkJ7lXtLpE4KauFHpk2vK,2McV4eIWyJFbMz0cxZtGAF,A Faithful Longing,Ou Phrontis,2024-12-09,23,355836,,https://open.spotify.com/track/2McV4eIWyJFbMz0cxZtGAF
3gkJ7lXtLpE4KauFHpk2vK,6z2ORopjenM7qltQ23LQtj,Tautologies,Ou Phrontis,2024-12-09,23,217461,,https://open.spotify.com/track/6z2ORopjenM7qltQ23LQtj
3gkJ7lXtLpE4KauFHpk2vK,6pPEupEhsougQ3Lj09HBmq,The Fourold Root,Ou Phrontis,2024-12-09,22,212409,,https://open.spotify.com/track/6pPEupEhsougQ3Lj09HBmq
3gkJ7lXtLpE4KauFHpk2vK,3WjoPsuqR98yYPadFXNm61,Winter Wonderland,A Dreamers Christmas,2011-09-27,20,253146,,https://open.spotify.com/track/3WjoPsuqR98yYPadFXNm61
3gkJ7lXtLpE4KauFHpk2vK,3dMdCmB3R5SJmQHkN1OWee,The Arrow of Time,Ou Phrontis,2024-12-09,19,361719,,https://open.spotify.com/track/3dMdCmB3R5SJmQHkN1OWee
3gkJ7lXtLpE4KauFHpk2vK,5p8xAqgc0wvlAYXQMuYHyw,Snowfall,A Dreamers Christmas,2011-09-27,19,310120,,https://open.spotify.com/track/5p8xAqgc0wvlAYXQMuYHyw
3gkJ7lXtLpE4KauFHpk2vK,48Ky39r2JNa0wDNj0JrXIH,Christmas Time Is Here,A Dreamers Christmas,2011-09-27,19,277960,,https://open.spotify.com/track/48Ky39r2JNa0wDNj0JrXIH
61bWkkCyCh1jSBmAKdC7sg,5i905CIs4whDxffaFOH4eH,Walking by Flashlight - Thompson Fields Version,The Essential Maria Schneider,2019-05-10,28,301360,,https://open.spotify.com/track/5i905CIs4whDxffaFOH4eH
61bWkkCyCh1jSBmAKdC7sg,5WZ3uud4Htf2fL6n4EGCys,Hang Gliding - Allegresse Version,The Essential Maria Schneider,2019-05-10,19,799826,,https://open.spotify.com/track/5WZ3uud4Htf2fL6n4EGCys
61bWkkCyCh1jSBmAKdC7sg,6h8lKmj9ZM0Kr2j1NjAaIG,Choro Dancado - Concert in the Garden Version,The Essential Maria Schneider,2019-05-10,16,585960,,https://open.spotify.com/track/6h8lKmj9ZM0Kr2j1NjAaIG
61bWkkCyCh1jSBmAKdC7sg,08D1aC37eNA4omPtAmMdbQ,Wyrgly - Evanescence Version,The Essential Maria Schneider,2019-05-10,15,628933,,https://open.spotify.com/track/08D1aC37eNA4omPtAmMdbQ
61bWkkCyCh1jSBmAKdC7sg,5A0IwlVnQAsmklV5ynLXA9,Sputnik,Sputnik,2020-07-25,13,490703,,https://open.spotify.com/track/5A0IwlVnQAsmklV5ynLXA9
61bWkkCyCh1jSBmAKdC7sg,0D7jMJrhqYr695Jt1j5dmO,Some Circles - Evanescence Version,The Essential Maria Schneider,2019-05-10,12,351840,,https://open.spotify.com/track/0D7jMJrhqYr695Jt1j5dmO
0Vz0vgVrclNJlHBLrgjklY,4lj4cW45UP5tQ8AhRxnQi9,Before It's Time to Say Goodbye,Songbook,1997-05-16,35,317946,,https://open.spotify.com/track/4lj4cW45UP5tQ8AhRxnQi9
0Vz0vgVrclNJlHBLrgjklY,5tkioBRK2vVoinDRJbyUlp,Hargrove,Sounds from the Ancestors,2021-08-27,32,313720,,https://open.spotify.com/track/5tkioBRK2vVoinDRJbyUlp
0Vz0vgVrclNJlHBLrgjklY,1YuCTj9wRtIPtIYZesNFjN,Sing a Song of Song,Songbook,1997-05-16,31,442466,,https://open.spotify.com/track/1YuCTj9wRtIPtIYZesNFjN
0Vz0vgVrclNJlHBLrgjklY,5mYyGnbGj5ccOA0R7u4rwI,Bossa,Do Your Dance!,2016-07-08,30,382200,,https://open.spotify.com/track/5mYyGnbGj5ccOA0R7u4rwI
0Vz0vgVrclNJlHBLrgjklY,1kox7Hh8LnWXYt4Auf7Ucn,Ascendence,Who Killed AI?,2024-04-12,26,234026,,https://open.spotify.com/track/1kox7Hh8LnWXYt4Auf7Ucn
0Vz0vgVrclNJlHBLrgjklY,3lKf9f5Ysrhb1mvdGtvnej,Happy People,Happy People,2002,25,312066,,https://open.spotify.com/track/3lKf9f5Ysrhb1mvdGtvnej
0Vz0vgVrclNJlHBLrgjklY,1TGnqifzsTJsGhTZ0FHjzd,Sounds Like Winter,Simply Said,1999-06-18,16,244226,,https://open.spotify.com/track/1TGnqifzsTJsGhTZ0FHjzd
0Vz0vgVrclNJlHBLrgjklY,5utnd69OazUzLkC6lQnKN2,Night and Day,Triology,1995-05-04,21,416653,,https://open.spotify.com/track/5utnd69OazUzLkC6lQnKN2
0Vz0vgVrclNJlHBLrgjklY,2EIgNXJzo5vn8Gf4hV6lq7,Wayne's Thang,Triology,1995-05-04,20,410466,,https://open.spotify.com/track/2EIgNXJzo5vn8Gf4hV6lq7
0Vz0vgVrclNJlHBLrgjklY,6KZKVgK5NmJtJ8hysKmGya,November 15,Songbook,1997-05-16,20,458666,,https://open.spotify.com/track/6KZKVgK5NmJtJ8hysKmGya
5ACxPOI9gR3l0cyy2dvkHv,6vWkMerIb8fzLSeYQ7iCCi,Eleanor,West of 5th,2006-10-24,41,289693,,https://open.spotify.com/track/6vWkMerIb8fzLSeYQ7iCCi
5ACxPOI9gR3l0cyy2dvkHv,2qnw6oYuN4NAkJtG6g8UdU,September in the Rain,Public Eye,1991-03-25,35,450666,,https://open.spotify.com/track/2qnw6oYuN4NAkJtG6g8UdU
5ACxPOI9gR3l0cyy2dvkHv,6GzguOrdTfs11VIgo271iZ,Frosty The Snowman,Jazz For Joy: A Verve Christmas Album,1996-01-01,38,234173,,https://open.spotify.com/track/6GzguOrdTfs11VIgo271iZ
5ACxPOI9gR3l0cyy2dvkHv,0chBHr9DJuSYwN5JuunfY5,This Christmas,Jazz For Joy: A Verve Christmas Album,1996-01-01,37,280933,,https://open.spotify.com/track/0chBHr9DJuSYwN5JuunfY5
5ACxPOI9gR3l0cyy2dvkHv,7515hXASklDD12qq3NEkFc,Double Decker (Deck The Halls),Jazz For Joy: A Verve Christmas Album,1996-01-01,28,202826,,https://open.spotify.com/track/7515hXASklDD12qq3NEkFc
5ACxPOI9gR3l0cyy2dvkHv,2cLHTUI7oKC11uLHHi2TLk,But Beautiful - Live,Trilogy 2 (Live),2019-10-04,25,541866,,https://open.spotify.com/track/2cLHTUI7oKC11uLHHi2TLk
5ACxPOI9gR3l0cyy2dvkHv,3o5ybQryQMrAG4NcT9UYth,Rumble in the Jungle,The Movement Revisited: A Musical Portrait of Four Icons,2020-02-07,22,359796,,https://open.spotify.com/track/3o5ybQryQMrAG4NcT9UYth
5ACxPOI9gR3l0cyy2dvkHv,2dQH1IHSPZOcgckxG2ENSD,Consider Me Gone,Conversations with Christian,2011-11-08,21,259260,,https://open.spotify.com/track/2dQH1IHSPZOcgckxG2ENSD
5ACxPOI9gR3l0cyy2dvkHv,7zvIuuU3OsVK6VsgJCBHL4,Philly Slop,But Who's Gonna Play the Melody?,2024-03-22,20,205897,,https://open.spotify.com/track/7zvIuuU3OsVK6VsgJCBHL4
5ACxPOI9gR3l0cyy2dvkHv,5XFgYOGPQQ9PRchIYx9Wgj,I'll Write A Song For You,A Family Affair,1998,20,291773,,https://open.spotify.com/track/5XFgYOGPQQ9PRchIYx9Wgj
5bepW5vcdRzheNc0F8lHJ5,3afeZ81GDy59tATovKyH6Z,I Know You Know,Esperanza,2008-01-01,48,225200,,https://open.spotify.com/track/3afeZ81GDy59tATovKyH6Z
5bepW5vcdRzheNc0F8lHJ5,3ipFwADRp0cwbzQHUA7C3m,Saudade Dos Aviões Da Panair (Conversando No Bar),Milton + esperanza,2024-08-09,40,324520,,https://open.spotify.com/track/3ipFwADRp0cwbzQHUA7C3m
5bepW5vcdRzheNc0F8lHJ5,26LFjnGEFsVB7J6iMecb1A,Dawn [ft. esperanza spalding],Odyssey,2024-09-20,41,292786,,https://open.spotify.com/track/26LFjnGEFsVB7J6iMecb1A
5bepW5vcdRzheNc0F8lHJ5,3bRBaAPIdMqP53D29w19d5,A Day in the Life,Milton + esperanza,2024-08-09,39,276906,,https://open.spotify.com/track/3bRBaAPIdMqP53D29w19d5
5bepW5vcdRzheNc0F8lHJ5,2m4AKjV0OBfSft7YYh8y5x,Ponta De Areia,Esperanza,2008-01-01,38,336706,,https://open.spotify.com/track/2m4AKjV0OBfSft7YYh8y5x
5bepW5vcdRzheNc0F8lHJ5,2CS0RcwxuawBHEs8n7gS3i,Precious,Esperanza,2008-01-01,37,263506,,https://open.spotify.com/track/2CS0RcwxuawBHEs8n7gS3i
5bepW5vcdRzheNc0F8lHJ5,6k0lzN7Kxib0afD6cgPHsG,Fall In,Esperanza,2008-01-01,36,236786,,https://open.spotify.com/track/6k0lzN7Kxib0afD6cgPHsG
